名称,Cooking City - Chef's Game
地区,台湾
开始日期,2019/06/10
结束日期,2019/06/23

日期,销售额
2019/06/10,239.0
2019/06/11,236.0
2019/06/12,176.0
2019/06/13,185.0
2019/06/14,316.0
2019/06/15,348.0
2019/06/16,244.0
2019/06/17,129.0
2019/06/18,261.0
2019/06/19,180.0
2019/06/20,207.0
2019/06/21,197.0
2019/06/22,212.0
2019/06/23,293.0
