名称,Cooking City - Chef's Game
地区,美国
开始日期,2019/06/10
结束日期,2019/06/23

日期,销售额
2019/06/10,5203.0
2019/06/11,5175.0
2019/06/12,5259.0
2019/06/13,5556.0
2019/06/14,7225.0
2019/06/15,6946.0
2019/06/16,7256.0
2019/06/17,6658.0
2019/06/18,7223.0
2019/06/19,7134.0
2019/06/20,6962.0
2019/06/21,7195.0
2019/06/22,7723.0
2019/06/23,8083.0
